Y89Di: 89Y_CD45,I127Di: 127I_IdU,Pr141Di: 141Pr_Ly-6G,Nd142Di: 142Nd_CD11c,Nd143Di: 143Nd_CD69,Nd144Di: 144Nd_CD115,Nd145Di: 145Nd_CD45-RB,Nd146Di: 146Nd_CD43,Sm149Di: 149Sm_CD19,Nd150Di: 150Nd_IgD,Eu151Di: 151Eu_IgM,Eu153Di: 153Eu_NKp46,Sm154Di: 154Sm_CD11b,Gd158Di: 158Gd_CD93,Tb159Di: 159Tb_CXCR4,Gd160Di: 160Gd_B220,Dy162Di: 162Dy_Ly-6C,Dy164Di: 164Dy_CX3CR1,Ho165Di: 165Ho_CD3e,Er168Di: 168Er_CD21,Tm169Di: 169Tm_Sca-1,Er170Di: 170Er_NK1.1,Yb172Di: 172Yb_CD4,Yb173Di: 173Yb_CD117,Yb174Di: 174Yb_MHC_II,Lu175Di: 175Lu_CD127,Ir191Di: 191Ir_DNA1,Ir193Di: 193Ir_DNA2,Pt195Di: 195Pt_Viability
16.774847,1.73446763,4.11164808,0,0,0,13.3859739,0.743305266,5.3561182,4.9774003,0,0,0,0.501227677,0,0,0,2.66390896,0,7.10136652,0,0,0,0,83.3803177,0,239.04187,437.566925,6.61796522
12.3251505,0.457178354,0,0,0,0,22.0844498,0.351213694,8.80879974,5.13642406,5.02173567,0,0,0,0,0,0,0,0,8.51811695,0,0,0,0,45.0840225,0,242.375107,436.358551,4.85812855
29.3086643,0,0,0,0,0.240724653,10.0434713,0.221280068,4.65096045,3.75000405,1.28410602,0,2.36190629,2.09262919,0,0,0,0,1.10205448,2.69577241,1.06037438,0,0.488564491,0,71.5630035,0,274.579468,438.778687,1.42475843
31.7478104,0,0,0.634027839,0,0,34.4809875,4.2301631,36.5805511,5.48780155,13.9579506,0,0,0,1.75035059,0,0,0,0,0,6.58067942,0,0,0,13.5684471,0,229.31871,425.634674,11.1549644
2.39215636,0.756655931,0,0,0,0,19.2479458,13.0496092,7.6469388,2.04859853,0,0,0,21.3882332,4.26539993,0,0.509705901,0,0,0,0,0,0,0,0,0,311.127289,537.10498,1.73479474
38.1968689,0.124199115,1.78147912,0,5.16224289,0.547092378,19.1118221,0,9.84800625,0,0,0,4.28256035,0,0,0,1.72206461,0,0,5.90472794,1.37723696,0,1.70565188,0,264.398712,0,278.415741,506.723572,0
23.9688454,0,1.53304803,0,0,0,15.7039022,9.87778282,5.97933626,5.80916739,0,0,2.77596164,36.1812973,0,0,0,0,0,0.559047341,0,0,0,0.921505213,0,0.114458472,270.796753,578.897461,3.82448101
40.0938911,0,0,0,0.152552843,0,30.1592693,6.31708622,7.8252573,2.6025269,15.1528826,3.6407938,1.98438537,1.63744664,0,2.2412045,0,0,0,0,0.859798431,0,0,3.9382062,3.78822064,0,283.87796,590.260498,4.12867069
28.0143471,0.440589845,0,0,0.289886326,0,28.3908825,10.2107468,4.82623863,0.061018426,9.69252777,0,0,3.63556385,0,0,0,0,0,0,0,0,0,0,12.8690252,0,256.186523,546.119995,3.27799964
38.4029655,22.8845692,3.42570996,0,0,0,43.9306717,7.61341095,12.4676657,2.91135073,0,0,0,19.5141068,0,1.03783631,0.647538245,1.44021463,0,0,0,0,0,1.3235122,77.1360703,0,302.601318,528.240784,4.12867069
6.57192183,0,0,0,0,0,2.25137019,1.533126,4.68545818,2.23298883,0,0,3.77422476,2.51071239,0,0.83470583,0,0,0,4.48253965,0,0,0,0,12.3693991,0,260.483673,484.750214,1.03965712
2.09250665,0,0,0,0,0,17.3457623,29.8918629,19.2014828,2.75683212,1.14145708,0.549506068,0,31.985384,0,0,0.230475545,0,0,0,0,0,0,0,0,5.34060764,300.089905,541.593506,4.92919254
8.89930534,0,1.78147912,1.12982905,0,0,2.03135848,0,6.51441574,0,3.79148006,0,3.85805345,0,0,0,1.25861549,1.14725292,0,0.459259093,1.84104574,0,0,3.0437057,63.6925468,0,263.388977,513.79541,0
37.8898735,0,0.183067217,1.28428209,1.36297715,0,33.7303696,7.00452375,14.5378895,5.48780155,22.6906033,0,1.75035059,0.093542792,0,0,2.67030382,1.56403041,0,7.90593386,6.00946379,0,0,0,28.5193825,0.960315108,285.458435,535.617249,5.76930523
2.33129191,0,0,0,0,0,6.53877068,3.25951982,6.3840332,0,0,0,0,4.28907967,0,0,2.36088967,0,0,0,0,0,0,0,0,0,265.589478,515.221741,0
7.78132153,0,0.213583678,0.062957913,1.13187194,0.782802403,19.3850555,2.16706824,4.54910374,2.29450583,0,0,5.56435776,2.98614788,3.65742683,0,0,0,0,0,0,0,0,0.199379027,9.30092525,0,330.750122,613.66864,0.595363319
20.5346031,0,0,0,3.65742683,0,17.0206146,0.420116901,6.19369888,1.03788543,0,0,0,4.74356985,0,0,0,1.19341695,0,0,0,0,0,0,34.1571999,2.12074876,341.026337,601.849365,11.3491335
