Y89Di: 89Y_CD45,I127Di: 127I_IdU,Pr141Di: 141Pr_Ly-6G,Nd142Di: 142Nd_CD11c,Nd143Di: 143Nd_CD69,Nd144Di: 144Nd_CD115,Nd145Di: 145Nd_CD45-RB,Nd146Di: 146Nd_CD43,Sm149Di: 149Sm_CD19,Nd150Di: 150Nd_IgD,Eu151Di: 151Eu_IgM,Eu153Di: 153Eu_NKp46,Sm154Di: 154Sm_CD11b,Gd158Di: 158Gd_CD93,Tb159Di: 159Tb_CXCR4,Gd160Di: 160Gd_B220,Dy162Di: 162Dy_Ly-6C,Dy164Di: 164Dy_CX3CR1,Ho165Di: 165Ho_CD3e,Er168Di: 168Er_CD21,Tm169Di: 169Tm_Sca-1,Er170Di: 170Er_NK1.1,Yb172Di: 172Yb_CD4,Yb173Di: 173Yb_CD117,Yb174Di: 174Yb_MHC_II,Lu175Di: 175Lu_CD127,Ir191Di: 191Ir_DNA1,Ir193Di: 193Ir_DNA2,Pt195Di: 195Pt_Viability
66.5817795,0,5.50892544,1.71959686,0.381477684,0,67.4459839,19.0881672,5.32950926,0.862327158,3.44218111,0,1.45567536,33.0530128,0,7.97275639,4.64667559,6.26491928,0.366209924,0,0,0,0,0,21.318037,0,159.948212,306.83432,4.16276169
15.1299582,0,6.09151125,1.22340596,0.244102597,1.19683945,83.8721008,16.1171608,7.84534359,0,0,0,0,0.686311364,0,0,2.55229282,8.14684582,0.076273754,0,0,0.108860485,0,0,14.6480637,2.00915051,227.820541,412.121704,6.38165998
26.4253693,0,0.58007586,6.96218586,0.809593737,0.81949991,77.9683914,40.1713982,11.1930218,5.49133396,135.044098,1.91705751,0.717730224,43.3782463,1.46104097,0,0,0.198325157,0,0,0,0,0,0.482256681,103.426598,0,239.555206,468.532745,0.763651729
13.0402498,0,5.76930523,1.80139148,3.27799964,2.24786401,75.9682312,46.8757935,28.2100811,0.740010321,3.62417364,0,5.58287859,73.9877625,0,11.3169527,2.04702926,0,1.40930665,0,0,0,0,0,1.43618524,19.8504353,231.66626,450.585114,6.75760698
11.4304781,0.572094142,4.24825525,4.72177935,0,0,53.1813469,24.7837124,8.15334797,0,0,0,0,20.0469456,0,4.53571844,0.076273754,0,0,0,0,0,0,0,0,0,288.849609,462.041595,9.84152889
10.7055759,0,1.37841606,6.6993494,0,2.64041781,93.6319351,45.3391724,8.45250034,3.10243773,35.1633492,0,5.32553339,14.9298458,0,9.44046497,15.0112896,0,0,0,0,0,0,0,17.7986107,0,213.665558,384.390839,4.11164808
8.30148506,0.775861561,8.78115654,0,0,0,38.3249626,58.1690216,11.3408136,2.48116493,1.42475843,0.698001504,0,113.910271,1.27461231,2.51723099,4.31692886,3.72408915,0,0,0.71809262,0,0,0,0.29003793,1.85349286,276.219849,450.585114,0.320412964
29.3880634,0,5.8256731,0,0,0,74.0225525,41.4278297,9.34929848,2.07291222,0.442560136,0,3.44218111,84.7835541,0,17.212904,3.84126043,1.03965712,1.44021463,0,0.742282331,0,0,0,136.628799,2.00366449,190.596146,360.544617,0
1.38749695,1.38749695,10.8013401,0,0.396746516,0,30.2324219,23.3195,8.92340183,0,0.305149198,0,0,7.53048086,0,0,5.45368624,0,0,0,0,0,0,0,36.9154587,0,229.095245,479.110413,2.50458574
14.3459682,0,8.01465797,0.918518186,0,0,64.8923492,41.3297577,9.89940929,0,0.015254588,0,2.18836951,17.3852577,0,1.84824777,0.137296334,0,0,0,0,0,0,0,50.666687,1.06206381,200.956619,422.591919,0.870883882
15.4148426,7.8252573,5.69446611,1.86400676,0.503663301,1.57107806,64.5597534,40.5537605,12.7001638,1.38749695,124.974106,0.44536978,2.69587851,8.34433556,1.3235122,6.79664898,0.656531215,1.2704308,0,0,0,0,1.67324674,0,29.2129116,0,190.06604,352.605316,9.22898579
46.9876328,0,11.9481335,3.92597556,0.855557561,0,143.245972,32.0850334,23.5768681,2.66397572,82.5682449,0.391007602,0,5.07113361,0,8.96507931,0,3.95910478,1.57952881,0,0,0,0,0,4.00732899,0,229.735291,451.843781,15.0828123
15.5386486,0,8.21341991,0,0,0,42.7423668,38.9540291,5.28986263,0.106944695,0.167809799,0,2.48870015,17.0622654,0,8.87749672,0,0,0,0,0,0,0,2.24651027,11.0160217,4.20511293,220.936462,434.54068,13.5150385
3.50634193,0,6.46000481,0,9.7665596,0,37.2076836,46.4312553,15.7473068,1.25861549,0.427287698,0,0.213583678,40.1614647,0,0,0,0.809593737,0,0,0,0,0,0,2.61730742,3.24350691,222.792862,444.344635,17.3047848
68.4546661,1.78489637,19.569416,0.267595559,0,0.527444661,78.5792923,51.0847778,16.5672855,3.49790382,6.93916273,0,5.00055552,72.7651596,0,10.7122364,4.87586689,0,1.65709651,0,0.488275498,0,0,0,252.660538,0,247.024475,503.798828,7.75402689
68.2649994,13.8593016,12.5125113,1.14418828,0.015254588,0,91.2040558,42.4218597,18.8940563,0,219.614685,4.71062422,0.320412964,4.81433439,0.020976225,3.12812781,0,0.167809799,0,0,0.935196936,0,0,0,27.1354256,0,210.707718,360.544617,4.40312767
58.9387932,3.48109293,13.875741,0,1.23961389,0,152.787476,34.8560028,21.5041256,4.39541864,74.2147141,0,0,26.933569,0,9.58124065,2.82412314,1.50208497,0.595363319,0,0,2.18365836,0.275513619,0.436458379,195.352737,0.190912932,253.309967,451.843781,3.85805345
16.6116581,2.82025051,10.5352945,0,0,1.87983727,149.938126,58.3097343,5.3694768,3.03644753,35.5099869,0,6.63783169,27.4518356,0.85727334,8.26948547,2.63197494,0.656531215,1.85940027,0,0,0,3.47271991,3.85306907,313.732178,0,245.64917,368.664581,13.1944323
6.46518993,2.84721351,9.37351322,0,0,0,64.7258224,63.7820511,8.99292469,0,0.94755584,0,0.534223557,31.8109131,0,4.36731672,0,0,0,0,0,0,0,0,1.48456466,1.83778107,213.070663,419.072357,6.81787014
53.9448624,1.47540176,10.1199713,0.14884083,0,1.39108944,97.6594543,12.4911032,10.1342735,0.892955184,15.62959,0.183258802,5.52738142,4.70861006,0,6.21972656,0,2.28291416,0,0,0,0,0,1.37043023,2.36723471,0,227.185883,394.150055,6.18760014
25.7164497,2.2306304,11.2378521,2.2714932,1.89060986,0,130.429077,24.5443859,7.62739611,0,144.79213,0.860545278,0,13.6405535,0,18.0324535,0.412016511,0,0.625943542,0,0,0,0,0,14.6127024,0,170.98819,393.053467,1.48661053
41.2813911,2.1630981,8.32509899,1.03216767,0,3.23570156,97.91716,96.6360779,20.9876785,0.531031907,8.82761097,0,0.289886326,163.788177,5.4097681,13.1280918,10.7745056,1.33211207,0,0.212962419,0,0,0,6.97603321,460.754272,9.74835205,240.896118,475.115875,9.39775085
1.27140105,6.99379158,3.74078774,2.8653245,0,0,71.3872147,9.57471561,7.54975796,0.450945765,63.9000092,1.66443133,0,0,0.020976225,0.831782937,0,0,0,1.03503978,1.18802023,0,0,3.14727426,21.747242,0,251.899414,410.97464,1.17802536
10.6219139,2.61390734,18.8871174,0,0,0,37.2994347,9.6454134,5.54644823,3.55743003,0,0,2.0783906,2.2306304,0,3.76175284,5.16224289,0.763651729,0,0,0,0,0,0,0.320618212,0,213.665558,423.771729,1.96874046
15.7473068,0,18.3152924,0.594431937,0.015254588,0,70.4703979,11.9160204,7.35934305,0.942565084,2.14119411,0,0,23.9635696,0.537467122,3.0016284,16.004549,1.65709651,0,0,0,0,0,0,18.7880745,0.554963827,332.18988,572.876038,1.95310199
21.7967091,1.0211252,0.870883882,2.12074876,0.12204022,0.710048974,45.9527969,12.1447344,5.3694768,0,4.80502319,0,0,22.0934162,0,0.693990409,1.22421122,0,0,0,0,0,0,0,11.3347931,0.133555889,231.020798,412.121704,9.22898579
7.10136652,0.867395341,5.41696644,0,0,1.76537395,38.8011475,62.2505722,35.299202,0.271579683,0,0,2.18836951,60.2590485,0,3.72615051,1.02429926,2.80805993,0.79427737,0,0,0,0,0,0,0,206.636017,386.538269,4.54189444
21.5041256,1.70565188,13.612566,0,0,2.49817657,34.1451759,27.6190395,6.76666975,0,0,0.363918841,0,18.0990162,0,1.07923222,6.46000481,0.045763921,0,0,0,0,0,0,2.83790636,0,258.309937,446.830322,3.09870958
8.49618435,4.42787313,3.59097147,0,0,0,103.22464,59.1617126,8.04926682,0.457178354,0,0.897742867,1.20881224,18.0021114,1.23019111,2.55565906,7.97087669,3.06625199,0,0,0,0,0.365088165,0,12.4692307,2.50451636,225.92189,443.107056,5.52738142
4.51568937,0,9.13347721,5.79010201,0,1.66941166,55.9503326,97.6133118,28.59725,1.60619199,0,0,4.06066847,52.3293304,0,0.167956978,3.44218111,2.90458369,0,0,0,0.482256681,0.399542391,2.05824327,25.1523628,1.02791202,259.756653,506.619934,11.9190321
18.9959602,0,7.3720417,2.04779816,0,0,44.7054062,28.0851116,5.57422924,1.01835573,0.79427737,0,0,20.5394058,0,1.72465432,1.45567536,1.81263018,0,0,0,0,0,0.325009525,1.1256851,0.244561076,231.020798,408.690125,13.1627455
80.643898,4.37392521,4.91139889,0.496096343,0,0,133.606216,22.0357914,21.1013241,0.567736804,4.29973698,0,2.66390896,14.8901567,0,13.5333395,6.01508045,0.549506068,0,0.011441121,0,0,0.066777945,0,7.08866072,0,206.636017,390.869507,5.16224289
10.649724,1.95369875,11.3770914,9.46377087,0,0,40.5690689,12.6852875,5.81652069,0,29.3670311,0,1.10112035,0,0,3.68209147,1.98438537,0,0,0,0,0,0,0,4.19627285,0,224.0392,404.159515,0.183067217
6.92304802,10.7055759,5.45368624,0,0,0,70.8356094,36.2857475,5.54644823,3.3577311,15.4086609,0,2.80805993,25.3693676,1.88983667,6.00085783,9.84152889,2.18836951,0,0,0.885315835,0,0,0,25.5361328,0,191.660828,316.359131,4.26539993
21.7378635,0,19.3392429,1.51331186,0,3.21238399,69.3867569,17.2395992,5.5603199,0,3.16375256,0.590476573,3.08247542,16.9711342,0,9.23347473,7.77555943,0,1.11649442,0,0,0,0,1.46104097,32.950592,0,254.018234,460.754272,0.274624318
10.3750572,0,4.8227067,2.41062903,0.518942714,0,61.9636879,9.50416183,6.85307217,2.70860147,0,0,0.610652566,0.281421274,1.90787828,0.379391044,0.152552843,0.381477684,0,1.09474862,0.256074816,0,0.552551985,1.45034575,238.380829,0,198.729218,439.41507,15.0470114
64.0466309,4.42787313,3.57438946,0.313755125,0.061018754,0,117.860023,45.5554161,18.7422657,0,5.18030596,0,1.2550205,36.4803162,0,21.2438278,14.6584167,4.04370499,0,2.44039488,0.340744287,0,0.234375253,0,68.2490616,1.41895318,221.553528,362.557495,13.6779346
0.955857933,2.5466466,8.61979961,0,0,0,53.5871277,41.4278297,6.49796247,0,1.42475843,0,1.79705179,17.4319172,0,0,0,0,0,0,0,0,0,0,13.302516,0,204.91539,368.664581,4.21401167
15.4559965,2.48704576,11.8899899,6.24954128,0.213583678,1.5613879,86.0939026,68.2903519,18.1964626,0,1.65709651,0,6.63783169,81.7728653,1.92608261,2.76814055,1.90622365,2.75992656,0,0,0,0,0,0,7.52350569,2.45412326,292.914429,515.179199,7.3720417
3.70656276,4.29958773,3.92536473,2.74766064,0,0,47.5949745,15.4650555,5.00867605,1.48262572,1.36297715,0,0.091528967,22.5768681,3.07292342,0.782802403,0,0.702427387,0,0,0,0,0.299194604,0,15.8295975,0.562842548,246.335846,464.627106,5.12617588
16.9257603,15.6634941,4.04370499,2.58151793,0.549506068,0,95.6233292,30.8173218,24.0286541,2.33865976,1.62605417,0,4.73446941,35.983345,1.35689569,3.29068637,2.52047968,0,0,0,0,0,1.01283026,0,19.6418667,0,269.361511,407.552704,2.88847232
22.8845692,27.6770821,7.5193491,0.951928854,0,1.11376035,87.228096,20.0869427,12.239645,1.04344296,45.4949074,0.56678462,0.595363319,10.5114403,0,2.2714932,1.89060986,0,0,0,0,0,0,0,20.2845345,0.367785156,219.095657,407.552704,3.80771542
21.0444221,0.905875027,8.87422371,1.39571965,0.22884281,0,103.771797,14.0003948,9.87367249,5.47764778,102.409592,0,1.34754252,0.677120805,0,4.45072412,0,0,0,0,0,0,0,0,57.8432007,0.179432556,195.97998,345.803467,6.87838745
12.3368254,0,6.97982359,4.63328266,6.81787014,5.44298792,33.3209915,68.9619751,13.319211,0.259798825,2.42523909,0,0,1.73032427,1.5946064,2.13211107,7.08198786,3.14747572,0,0,0,0.36105904,2.46360755,0,0,1.60030174,285.638672,410.97464,15.4452744
31.8109131,0,7.5193491,0,1.42475843,0,47.3565521,41.8225174,12.5667534,0.422046006,0,2.75447392,0,81.3193741,0.895531595,12.8003531,6.73757505,0,0,0,0,1.18384016,8.51811695,1.25861549,289.44873,2.87236977,200.956619,372.793579,7.0206008
