Y89Di: 89Y_CD45,I127Di: 127I_IdU,Pr141Di: 141Pr_Ly-6G,Nd142Di: 142Nd_CD11c,Nd143Di: 143Nd_CD69,Nd144Di: 144Nd_CD115,Nd145Di: 145Nd_CD45-RB,Nd146Di: 146Nd_CD43,Sm149Di: 149Sm_CD19,Nd150Di: 150Nd_IgD,Eu151Di: 151Eu_IgM,Eu153Di: 153Eu_NKp46,Sm154Di: 154Sm_CD11b,Gd158Di: 158Gd_CD93,Tb159Di: 159Tb_CXCR4,Gd160Di: 160Gd_B220,Dy162Di: 162Dy_Ly-6C,Dy164Di: 164Dy_CX3CR1,Ho165Di: 165Ho_CD3e,Er168Di: 168Er_CD21,Tm169Di: 169Tm_Sca-1,Er170Di: 170Er_NK1.1,Yb172Di: 172Yb_CD4,Yb173Di: 173Yb_CD117,Yb174Di: 174Yb_MHC_II,Lu175Di: 175Lu_CD127,Ir191Di: 191Ir_DNA1,Ir193Di: 193Ir_DNA2,Pt195Di: 195Pt_Viability
2.33313537,15.3376799,1.57952881,0,1.57952881,0,16.9803963,10.4041605,10.2673016,2.84019589,0,0,3.20060349,15.3376799,0,0,27.8660641,0.901544511,0.763651729,0,0,0,0,0,35.9077225,8.37102413,367.39447,720.533997,7.33023739
21.7967091,22.4086399,0,0,2.17263746,1.01092625,62.2819977,57.5389557,7.96702528,0,2.63382363,0,4.97106409,23.1497383,10.8821554,5.08372593,3.71729946,3.22896981,0,1.16866493,0,0,0,0,28.8448315,9.70028687,383.148743,683.227905,2.18836951
14.0817289,386.538269,0,0,4.02675629,1.85874593,23.4378967,30.4530239,9.20497704,4.36859989,0,0,1.42009795,18.6497173,0,0.737644196,11.720891,0.076273754,0,0,0,0,0,0.295238286,83.7065201,2.6602757,354.268463,640.65686,1.44021463
1.07747495,67.7030411,0,0,0,0,17.929636,20.4699326,8.51811695,1.78147912,2.74086046,0,0,1.17304623,6.77766657,0,13.362875,0,0,0,0.524614155,0,0.336984813,0,10.6060858,0.348464787,397.35083,762.019104,5.65718174
37.909523,283.091064,2.96912932,0,0,0,51.0722656,34.4809875,22.1532574,1.16263735,0,1.36297715,0,64.6938171,9.37351322,7.21071959,30.2599163,0,0,0,0,0.309903473,0.690922678,1.03224778,37.2835541,3.29068637,319.433838,660.67334,20.6159649
0.199379027,0,0.94755584,0.335677624,0.549506068,0,10.6145744,4.61168003,6.92304802,0,6.11655521,0,5.30728722,0.94530493,0,4.09460545,0,0,0,0,0,0,0,0,63.970768,1.46584177,338.75885,557.089661,2.48870015
17.1080208,642.45105,5.69446611,0,1.23961389,1.30412292,10.7745056,0.886212885,7.19236946,0,0,0,13.2706194,3.32886267,0,0,4.2753334,0,0,0.068688259,0,0,0,0,25.3333435,0,467.444824,736.848389,3.50818682
9.0865202,28.2612476,10.5089684,0,0,2.40446019,22.5620041,6.67764664,5.5603199,0,0,0,6.01789665,9.87778282,2.6000762,0,19.0414429,0,0,0,0,0,0,0,0,0,415.558807,751.427917,0
17.4787064,0.489122152,0,0,0,0,23.160408,15.9288731,5.96433401,2.6000762,53.8671379,0,2.85657096,0,0,0,0,0,0,0,7.34058666,0,0,0,44.3065147,0,344.493286,692.852783,7.24700022
7.7256484,53.276844,0.855557561,1.54853678,0,0,37.0249176,26.2247047,8.54010963,4.4377203,0,0,0.259471357,11.8030338,0,2.63256788,0,2.58413982,0,0,0,0,0,1.3468132,93.7164307,0,307.170532,604.121826,3.82448101
17.6671772,0,0.503663301,0,0,2.8794291,56.2356339,21.9797668,4.66242933,0,0,0,2.50027776,27.833292,0.94755584,10.2405481,0,0,0,0,0,0,0,0,10.2943907,0,323.932007,673.737549,0.366209924
2.40030789,10.7065897,1.2704308,0.167809799,1.03965712,0.94355619,20.181057,6.14909029,11.251893,0,0.590476573,0,0,8.37051678,4.02675629,0,0,0,0,0,0,0,0,1.75531948,73.1611023,0.248398229,309.757874,558.648376,2.48870015
5.77295065,0,2.72788429,0.94755584,0,0.225386128,13.3859739,21.5661793,8.47431183,2.12548304,0,0,3.18106937,0.828548253,0.656531215,0.862327158,4.08735085,0,1.14725292,2.59538364,0,0,0,0,25.8744583,0,324.839233,617.786011,1.90622365
7.22912025,244.397644,0,0,0,0.673969626,75.1835098,27.5155411,12.8690252,0,2.61411619,0,10.4061728,18.5124588,0.733035207,3.00759625,47.5388145,0,0,0,0,0,0,0,145.530319,0.56678462,368.424194,728.645325,4.73446941
10.5941801,19.6905117,0.106784441,0,3.57438946,0.14884083,6.47965622,25.178194,6.16257524,0,0,0,0,29.8918629,0.656531215,0.526751459,3.56979275,2.17263746,0,0.122280538,0,0,0,0,12.0189276,10.873621,494.392639,838.130066,10.9634418
26.5695534,0,0,0,0,0.133555889,35.7723846,2.15691233,13.933032,0,0.179432556,0,0,11.0160217,0.457833886,0.411795706,20.2685471,6.07236719,0,0,0,0,0,0,0,0,331.261993,584.193787,0
14.7717514,422.591919,0,0,0.595363319,0,36.5722313,16.900238,11.3408136,0,0,0,0,4.04029655,8.28031826,1.82794487,11.2323647,4.8227067,0,0,2.38897777,0,0,0,10.7657423,1.9763658,314.998535,595.736633,7.81872511
30.1190052,821.859314,0.916878819,3.11495423,0,0,36.3034897,15.4452744,5.09635162,0.932215929,0,0,0,27.6921921,5.60142136,0,2.2833693,3.31074309,0.457833886,0,0,0,0,0,100.96669,2.5428021,355.2612,690.916931,3.47515965
12.4676657,4.65052938,7.33023739,0,0,0,83.4350739,39.1866989,6.49796247,6.16833305,0.244561076,0.457833886,0.64292258,10.2349663,2.29869747,0,7.4490881,1.56403041,0,0,0,0,0,0,11.288681,0.325315863,334.989319,646.054565,1.57952881
34.9142532,55.1439247,8.46032619,0,0,0,45.3812065,44.7054062,11.8277636,2.69587851,0.698001504,0,0,50.5330925,5.01844358,14.7325029,0,5.41696644,0,0,0,0,0,0.611702979,10.873621,16.3066959,507.022919,879.005066,6.91887522
47.1174164,24.5883064,0,0.641236424,1.17802536,0.543159366,77.5639267,15.8160038,24.290823,4.00982141,0,0,5.61892605,36.9154587,3.39280343,7.90593386,27.7186031,1.39385915,0,0,1.62566435,0,0,0.817346334,140.761917,6.52480459,375.713959,710.5224,5.75056124
12.047698,0,0,0,0.137296334,0,33.2397614,3.19633913,9.6703167,1.87500203,0,0,0.0839049,1.65537155,1.89060986,0,0,1.90622365,0,0,0,0,0,0,11.6622448,0,273.914429,489.928833,0
41.2813911,0,0.824912548,0,0,0,46.0680466,16.6225948,14.6543322,0,0,0,0,7.29438877,5.32553339,15.4559965,14.4951429,0,0,0,1.236467,0,0,0.238277957,18.9920578,0,384.22287,629.99707,3.32713175
0,36.8199081,0.457833886,0.183067217,0,0,5.12617588,3.24530196,4.82623863,1.61054063,0,0,6.61309338,0,0,0,15.138175,8.3925457,0,0.638521552,0,0,2.03884172,0,0,0,536.262268,953.409058,4.68174028
13.6767578,0,4.04370499,0,1.98438537,0,34.1451759,11.8320808,17.1999168,4.59420776,2.4416399,0,0,0.381825864,0.809593737,0,0,0,0,0.480157554,0,1.22784972,0,0,148.79982,0,298.702118,549.36145,10.0180655
33.6004601,886.423462,6.93916273,0,0.518942714,0,60.2438469,15.9666672,7.78524971,4.4377203,0,0,0,9.55591106,0,3.72454405,25.80616,0,0,0,0,0,0,0,13.9875832,0,369.456818,633.530334,6.51903963
40.4941444,165.58049,5.38033056,7.88372755,0.702427387,5.2154355,137.599335,92.6526947,8.5621624,0,2.60757184,0,11.4704514,0,0,1.98169267,216.061981,1.33211207,0,0,1.61785078,0,1.15362322,0,16.0985336,0.960315108,422.600952,732.735291,3.42570996
21.4460983,58.7734528,0.167809799,0.381477684,3.27799964,0,53.8595009,46.5321655,19.5667229,0.030509213,0,0,0,20.5377331,1.93746972,5.26360893,0,4.75208092,3.05003905,0,0,0.885315835,0,0.057229236,13.3967819,8.79083729,468.7565,726.608887,6.36213875
32.6931343,0,0,3.16375256,1.51756418,1.68439376,91.2040558,15.8911638,7.60790634,0.978244305,106.114952,0.045763921,3.13245964,0,1.30126345,17.8577671,3.50226188,1.23961389,0,0,0,0,0.041959703,2.90887332,616.983643,1.40499651,335.927734,690.916931,5.71314192
9.52072144,118.842598,0,0,0,0,0,25.9743729,5.50505686,0,1.46584177,0,0,1.03135324,1.03965712,2.13261604,0,0.335677624,0,0,0,0,0,0.885248482,18.6018505,0,354.268463,631.76123,7.14364147
5.8311224,131.49028,3.00146246,0.350943267,2.71187687,0,5.84450817,0,5.47764778,0,0,6.20689249,0,6.2260294,1.2550205,0,0,0,0,0,0,0,0,0,16.2230873,0,305.457733,564.927307,0
4.72023249,631.76123,0,0,0,0,7.77555943,4.38585567,9.6703167,2.06270647,0,0,1.70462537,0.94530493,0,0,0,0.091528967,0,0.911069691,0.759045899,0,0,0,0,0,365.343719,724.578247,0.381477684
22.5768681,1042.87378,0,1.50208497,0,0,47.3565521,26.605032,10.5665236,0,0.32146129,0,0,25.0258236,7.18489408,3.74261904,15.7309694,0,0.610652566,0,0,0,0,0,10.5010691,1.58566093,288.849609,574.479248,0
15.8739052,0,0.488385409,0,0,0.496096343,31.6591949,7.99275017,4.70861006,2.12548304,0,0,3.36878753,2.06433535,1.67262542,0,9.12060261,0.687126637,0,2.52861381,0.999093771,0,1.84104574,0,99.307663,0,292.096893,590.761841,6.5585289
0,0,0,0,4.02675629,0,4.04370499,0,4.75528574,1.59503222,0,0,2.16706824,3.29906321,0.137296334,0,0,0.213583678,0.350943267,0,0,0,0,0,0,0,414.396637,799.16449,75.574791
39.1800652,0,0,0,0,2.5750351,99.216507,3.72408915,14.1191626,5.27092123,43.9484673,0,4.19627285,20.4360466,1.20881224,5.34279585,15.138175,0,0,0,0,1.67939281,3.83441997,0.505463123,233.613602,0.194740847,352.291382,730.687439,11.5177164
4.40620804,25.0258236,5.23461485,0,0,0,51.8524323,53.3162384,12.6332731,0,1.42361653,0,0,6.59721613,12.272193,1.35016751,10.900773,0,0,0,0,0,0,2.44039488,65.5654526,11.4022293,346.426392,609.2099,7.62552977
12.4676657,245.075623,0.79427737,0,1.85940027,0,67.4459839,35.8603172,4.81433439,2.96912932,0,0,0,6.5655632,0,1.94445181,5.83162117,0.12204022,0,0,0,0,0,0.471778095,132.794739,5.04526424,385.300018,785.850952,11.7169628
27.9803715,0,3.82448101,0.015254588,0,0,49.0529594,22.9409027,21.6206665,0,0.095369421,0,0,20.1342354,0,8.34433556,21.4111519,0,0,0,0,0,0,0,67.0171509,0.551027238,280.105743,622.989868,2.98529077
0,0,0,0,0.045763921,0,15.2993116,0,7.41592121,4.8404088,0.064840771,0,0,0,1.59503222,0.349000752,0,0,0,2.07291222,0,0,0,2.51071239,54.6054382,0,355.2612,698.692993,0
52.1849251,16.9064465,0,1.96874046,3.47515965,0.156485885,84.9753113,33.3209915,8.13241768,5.14419985,3.91667604,0,7.5056448,29.5880413,0,8.71824741,6.6353097,1.93746972,0,0,0,0,0,0,43.8297882,0,342.571045,602.435364,7.14364147
48.3020058,0.489122152,4.09464025,0.870883882,0,3.71729946,49.5495911,5.32553339,21.5041256,5.38033056,4.68839455,0,0,0,0,2.82025051,0,5.39863825,1.28584516,2.97193885,2.95780087,0,0,0,106.998596,0.872916758,359.260193,564.927307,0.870883882
20.1010532,405.287384,8.3925457,0,0,0,37.8550835,20.9112587,4.91046667,0,2.45412326,0,0,21.5314846,1.17802536,4.79062033,17.7089024,0,0,0,0.83470583,0,0,0.365088165,59.9099503,2.89358974,371.530823,647.864014,0.198325157
5.57422924,491.29834,4.45504141,0,0.137296334,3.04577231,65.5630569,23.7755108,7.43488407,1.03965712,0,0,0,10.8087158,0,0,3.73502135,0,0,0,1.30052006,0,0,0.918890536,47.5388145,0,368.424194,698.692993,4.36859989
11.3408136,0,0,0,0.106784441,0,26.926466,0,10.055335,1.78147912,4.41926241,0,0,7.05489588,0,0,9.39403725,2.79200602,0,0,0,0,0,1.09764457,66.8339005,0,293.734283,534.227478,2.56821203
0,313.732178,0,0,0,0,27.5818386,4.91139889,4.58278561,0.824912548,1.40964329,1.19341695,0,4.11784124,2.74390078,0,13.9520664,0,0,0,2.52263212,0,1.05471194,0,15.8932114,2.95802021,423.786255,796.929932,12.7876816
24.3568249,0,1.16263735,0,0,0,51.2014122,0,5.97933626,5.10817242,4.00113726,0.396746516,11.7749348,0,0,0,12.5761814,3.79096317,0.58007586,1.48624873,4.31012344,0,0,0,354.268463,0,348.370392,649.678467,5.86336708
49.7911148,0,2.26713848,0,0,0,96.8906021,21.4131794,14.9298458,4.66419935,66.8339005,4.21401167,8.51030731,2.06433535,0.855557561,6.48155403,0,1.98438537,0,0,0,0,0.110776611,0,12.7358685,0,325.749054,609.2099,5.99603319
