Y89Di: 89Y_CD45,I127Di: 127I_IdU,Pr141Di: 141Pr_Ly-6G,Nd142Di: 142Nd_CD11c,Nd143Di: 143Nd_CD69,Nd144Di: 144Nd_CD115,Nd145Di: 145Nd_CD45-RB,Nd146Di: 146Nd_CD43,Sm149Di: 149Sm_CD19,Nd150Di: 150Nd_IgD,Eu151Di: 151Eu_IgM,Eu153Di: 153Eu_NKp46,Sm154Di: 154Sm_CD11b,Gd158Di: 158Gd_CD93,Tb159Di: 159Tb_CXCR4,Gd160Di: 160Gd_B220,Dy162Di: 162Dy_Ly-6C,Dy164Di: 164Dy_CX3CR1,Ho165Di: 165Ho_CD3e,Er168Di: 168Er_CD21,Tm169Di: 169Tm_Sca-1,Er170Di: 170Er_NK1.1,Yb172Di: 172Yb_CD4,Yb173Di: 173Yb_CD117,Yb174Di: 174Yb_MHC_II,Lu175Di: 175Lu_CD127,Ir191Di: 191Ir_DNA1,Ir193Di: 193Ir_DNA2,Pt195Di: 195Pt_Viability
64.7608109,85.4940948,3.26164508,0.160206482,0,2.32333779,99.4785538,35.9484825,22.3943024,15.3328791,29.7011566,0,0.551027238,8.40905571,0.211019963,0.233053982,3.5103004,1.0391953,0,0,0,0,3.80662799,3.48948765,441.872925,0,190.035828,349.673828,1.20881224
84.0789719,30.6166496,3.11495423,1.29206991,0.412016511,3.53074789,119.757164,29.6525021,18.1476707,1.70974183,289.65799,6.78032827,4.35700035,38.1183167,0,25.534853,4.30989981,0,0,8.96968651,0,0,0,1.95833802,17.4957008,7.62730312e-3,253.361786,544.776489,3.06625199
59.2660789,82.457901,5.80686092,3.04575562,0.091528967,0.489122152,215.468552,30.6753597,18.2944565,8.92340183,215.460342,7.13204432,1.30865371,0.814879954,0,19.4414692,0,0.704653323,0.626146436,7.34058666,0,1.88535154,0.114609852,3.18516302,162.86998,0,250.568619,505.207397,6.38165998
85.4940948,9.82241154,0.213583678,0,0.610652566,1.18095315,178.670303,32.0465927,6.85307217,0.242183715,101.525948,0.049581289,5.39154482,57.0132446,0,12.5129118,4.05132103,1.61448491,0,0,0,0,0,0,7.08866072,0,200.821152,400.79483,2.36190629
10.7336178,10.2138691,5.50892544,2.25355148,0,0.681488574,74.407402,33.1587448,12.4020634,0,34.4921188,0,2.44787598,16.4789104,0,5.34060764,3.32886267,0,0.441478014,0,0,0,0,0,3.98543835,0,277.644165,473.791809,10.6676807
99.641861,31.6374187,2.55229282,0,2.55229282,6.07675457,254.487305,29.5808563,16.0443592,1.65327334,21.8642063,0,0,0.999093771,0,11.8094559,1.9711138,3.63388181,0,0,0,0,0,0,6.0032568,0,247.121033,451.843781,9.84152889
146.457214,9.77143192,2.80805993,0.658342838,0.641236424,4.48396444,192.229233,58.5750542,30.9530964,4.93482208,192.731522,4.37765741,2.00915051,79.7520905,2.28941154,23.5314121,11.5526628,0.397138685,0,0,0,0,0,0.232425034,312.86145,0.240724653,176.404358,414.425568,1.07038224
41.9686012,33.784996,3.55782008,1.79548573,0.427287698,2.27094722,173.902908,25.298975,19.7254562,2.09262919,49.7831039,0,0,6.43259478,0,6.587708,0,0,0,0,1.44701791,0,0,0.03814365,0,0,219.996933,394.150055,3.97599602
41.6235466,20.9310951,9.91690922,6.13609648,0,2.81928658,124.974106,29.3670311,27.4518356,0.08589083,27.7922306,1.73479068,0.606309772,15.2920685,0,4.08735085,1.69640172,0.751042485,0,0,2.20109105,0,0,0.704821646,64.8669052,0,267.066833,483.138824,4.26539993
83.8454361,22.3943024,1.6881597,4.56673861,0,0.550560176,109.414062,28.5281773,12.5336323,5.17282248,88.9342041,0.095369421,0,42.6674843,0,17.3019714,0,4.48396444,0,0,0,0,0,0,21.9105911,0,184.357178,434.54068,3.6407938
