Y89Di: 89Y_CD45,I127Di: 127I_IdU,Pr141Di: 141Pr_Ly-6G,Nd142Di: 142Nd_CD11c,Nd143Di: 143Nd_CD69,Nd144Di: 144Nd_CD115,Nd145Di: 145Nd_CD45-RB,Nd146Di: 146Nd_CD43,Sm149Di: 149Sm_CD19,Nd150Di: 150Nd_IgD,Eu151Di: 151Eu_IgM,Eu153Di: 153Eu_NKp46,Sm154Di: 154Sm_CD11b,Gd158Di: 158Gd_CD93,Tb159Di: 159Tb_CXCR4,Gd160Di: 160Gd_B220,Dy162Di: 162Dy_Ly-6C,Dy164Di: 164Dy_CX3CR1,Ho165Di: 165Ho_CD3e,Er168Di: 168Er_CD21,Tm169Di: 169Tm_Sca-1,Er170Di: 170Er_NK1.1,Yb172Di: 172Yb_CD4,Yb173Di: 173Yb_CD117,Yb174Di: 174Yb_MHC_II,Lu175Di: 175Lu_CD127,Ir191Di: 191Ir_DNA1,Ir193Di: 193Ir_DNA2,Pt195Di: 195Pt_Viability
261.450378,5.8311224,2.04702926,0,0.030509213,6.34769201,344.170959,24.1182537,27.0806084,24.891552,341.613953,4.52500629,5.69446611,0,0,30.5331268,24.4148636,0,0,47.9038086,2.94373369,0.681488574,0,0,308.030548,0.248398229,171.464554,327.091461,4.73446941
28.4417305,0,0,0,0.12204022,0,78.9893799,2.17263746,7.86548471,0.25391981,42.7764664,1.44232631,5.63857317,47.9038086,0,3.51480174,3.33046365,1.28154397,1.14725292,0,0,0,0,0,165.835632,13.4307823,297.036865,576.086975,11.0452023
18.1476707,1.38749695,0.412016511,0,0,0,71.7574921,14.6584167,6.94066143,5.96433401,58.1381493,0.681971073,0,45.7096672,0,7.66653538,0,0,2.50458574,0,0,0,0,0,7.81920862,0,295.38092,520.966187,1.84380436
31.6374187,3.57463622,1.45567536,5.13443327,0,0.604406118,145.963135,23.2709866,11.6120605,4.05488825,128.448853,5.09329319,0,11.1930218,0,5.65847635,8.37102413,0,0,0.051502064,0,0,0,1.29400659,29.7011566,0,313.241821,510.8815,13.4181366
72.7651596,0.154951736,0,0.216849342,3.14747572,5.71658659,263.701324,17.3457623,56.3856926,12.8690252,449.463776,4.67731953,0.733035207,15.1299582,0,16.8805122,0.770618856,0.539228082,0,0,2.00056863,0,0,0.082066402,26.2882671,0,236.235748,456.914001,7.84035873
67.6991882,2.15798807,4.78735781,1.32020891,3.42570996,1.66356587,240.952042,33.4840965,28.59725,1.2333262,210.707718,2.84427285,0,113.276497,0.156877562,19.6194859,0.922682941,0,0,1.23961365,0,0,0.108860485,0.486460149,499.966614,0,264.146027,499.596771,10.0944233
72.1615448,1.81061161,10.7745056,2.37770224,6.07236719,3.90936255,154.857117,19.0666656,24.4893856,1.91696,89.1795883,1.88513017,1.34754252,25.0271149,0,21.4460983,2.09250665,2.72053885,4.85812855,0,0,0,0,0,22.5037861,0,271.628357,464.627106,8.66570854
133.55687,0,2.44109225,2.63256788,0,0.984370232,244.265015,10.5880976,30.9530964,5.25053453,154.272141,5.88746738,0,89.6357498,0.70017767,39.0725441,0,0,1.30126345,0,0.509705901,0,0,0,0,0,198.17627,366.617432,5.63857317
61.7802582,0,5.14419985,4.67392826,0.137296334,2.17568016,154.857117,14.8691978,25.5770321,1.19607818,36.1980324,0,3.90851593,49.1085396,0,19.0984344,0.90604341,5.05722761,3.7074039,0,0,0.06102011,0,0.226578772,48.7136497,0,302.906555,509.457001,3.72408915
98.812439,2.78692222,1.73479474,0.409749955,1.73479474,1.21261954,178.670303,11.4894791,22.7609711,5.19858789,78.5757751,0,0,9.84800625,0,14.8901567,4.72177935,0,1.53304803,0,1.10054553,0,0,0,68.8782043,0,210.707718,429.720795,8.52844429
89.8855972,2.7803061,1.10112035,1.36026943,4.47237873,0,188.614944,19.293539,4.52679777,0,31.2435265,3.24350691,0,27.6770821,0,37.49543,0,2.31924796,0,5.28986263,0,0,1.09474862,1.13871312,54.7543449,0.693990409,239.555206,399.679565,9.03863239
83.6125488,0.129957139,2.52047968,0,0,0.844079852,166.547195,11.9190321,21.679184,0.939918637,41.8621902,1.1616689,0,38.0137749,0,19.7786636,0,0,0,0,1.11512446,0,0,0,30.8296852,0,293.734283,468.532745,12.6647463
44.1010895,4.32068682,0,0,2.6798892,0,157.379181,4.66419935,21.2729874,9.0395937,30.6657581,0,0,0,0,5.3694768,0,0,0,0,0,0,1.63744664,5.54644823,467.444824,5.25266504,210.707718,426.141327,0
30.9530964,0.674829781,0.748342335,0,0,0,123.318741,6.93916273,19.3571396,2.25715947,103.222694,4.82338476,0,11.2224159,0,8.62868786,8.92117214,0.71809262,2.20410895,0,0,0,1.07175565,0,61.9061928,0,294.556458,522.423157,19.1118221
43.0213699,0,0,1.67324674,0,1.58187628,89.0758057,13.3538799,13.933032,5.88992691,27.2089005,0,1.48661053,25.6466427,0,3.5832727,0.73017633,0.543159366,0,0,0,0,0,0,170.98819,0,284.841553,492.671692,12.3020163
120.784706,14.3841391,0,0.934637845,1.90622365,11.281002,433.951965,48.3180389,63.8693428,9.59520912,230.377136,0.394882202,1.14725292,31.0377998,1.72618997,52.3293304,6.33989906,0.468750507,1.08574963,10.5389442,0,0,2.01007128,5.77295065,851.996704,7.74363136,249.798386,535.721802,10.0944233
90.387413,1.0211252,1.98438537,0,0,3.48991179,160.808426,7.14364147,19.0471249,0.805047393,96.6040115,0.981341183,1.50208497,88.6433563,0,11.3706198,0,0,0,0,0,0,0,0.160730645,63.2748375,0,212.477432,428.524292,2.96912932
40.717495,0,0,2.59538364,2.58413982,0,124.309189,12.4219265,4.41702604,2.47529817,37.4845314,0,0,62.8159904,0,10.4840126,3.99166679,0,0,0,0,0,2.65136623,0,124.937607,0,200.397415,388.697784,9.94212818
37.49543,1.70974183,5.49049091,0,0,5.15007019,242.93425,29.2254047,25.9270439,1.30052006,131.694489,4.60052919,0,7.22912025,0,15.4148426,2.41680861,0,0,0,0,0,0,0,241.569412,0.496096343,230.377136,387.616516,5.92008257
92.1661453,1.02667749,0,0.690922678,0.045763921,3.35878563,335.74881,29.3670311,39.1800652,17.6198616,357.255066,6.44707346,0,23.1338501,0,15.2513714,0,2.8653245,0,1.40127099,0,0,0,0,227.185883,0,297.036865,506.619934,3.65742683
60.0923882,7.24757147,1.03965712,4.07469463,0.717730224,1.21261954,222.626404,11.8899899,36.6810684,15.3738041,82.1097641,8.89930534,4.36859989,0,0,3.75169206,0.286813229,0,0,21.679184,0.955857933,0,0,0,323.932007,0,219.707535,472.471497,8.61979961
39.5044479,6.30397272,3.85805345,0,1.75035059,0,132.893265,12.8495359,9.74604893,0,101.245926,4.25515366,3.26164508,24.0286541,1.68533361,12.599967,1.29507649,0.626146436,0,0.453021705,0,0,0,0,0.56678462,1.21453214,249.798386,434.54068,2.42523909
42.9030762,0,0,0,0,0,70.4703979,19.1118221,6.73243761,0.311087519,40.5285759,0,0,42.2002525,0.73528111,3.28596091,5.40435791,1.32682717,0,0,0,0,0,0.70947659,156.430725,5.04526424,304.60495,582.563293,8.96792889
51.3269653,0.28536427,0,5.93445015,0.106784441,0,184.070892,17.5106297,14.3459682,0,45.0316849,0.586523116,0,14.8111105,0,21.3305302,2.59452033,4.68839455,0,0,0,0,0,0,115.615341,0,226.552994,403.03479,24.3496456
23.2595425,0,7.12306023,4.66242933,0,2.86592031,162.552032,22.0844498,19.6194859,0,20.2157764,0,0.901544511,41.85326,1.41864169,3.47271991,5.74889326,0,0.473108947,0,0,0,0.800150871,0.327002645,180.774826,2.34337831,296.207733,510.8815,7.84035873
57.4885597,0,2.0783906,0,1.59503222,1.71285498,96.8906021,10.3520527,15.3328791,2.97903442,27.2089005,0,0.94755584,37.909523,0.103114069,6.6645298,0,1.70446754,3.44218111,0,0,0,0,0,57.038765,0,238.221817,446.830322,6.28431225
64.7608109,3.52328348,0.213583678,0.625069439,12.0065136,2.96951723,169.724854,20.6648788,7.04735851,1.93984389,38.610218,0,3.80771542,43.1399956,1.06890321,17.2460594,9.12060261,2.49817657,0.061018754,0,0,0,0,3.97669315,570.384766,3.51063895,239.555206,380.13208,5.03635073
