Y89Di: 89Y_CD45,I127Di: 127I_IdU,Pr141Di: 141Pr_Ly-6G,Nd142Di: 142Nd_CD11c,Nd143Di: 143Nd_CD69,Nd144Di: 144Nd_CD115,Nd145Di: 145Nd_CD45-RB,Nd146Di: 146Nd_CD43,Sm149Di: 149Sm_CD19,Nd150Di: 150Nd_IgD,Eu151Di: 151Eu_IgM,Eu153Di: 153Eu_NKp46,Sm154Di: 154Sm_CD11b,Gd158Di: 158Gd_CD93,Tb159Di: 159Tb_CXCR4,Gd160Di: 160Gd_B220,Dy162Di: 162Dy_Ly-6C,Dy164Di: 164Dy_CX3CR1,Ho165Di: 165Ho_CD3e,Er168Di: 168Er_CD21,Tm169Di: 169Tm_Sca-1,Er170Di: 170Er_NK1.1,Yb172Di: 172Yb_CD4,Yb173Di: 173Yb_CD117,Yb174Di: 174Yb_MHC_II,Lu175Di: 175Lu_CD127,Ir191Di: 191Ir_DNA1,Ir193Di: 193Ir_DNA2,Pt195Di: 195Pt_Viability
60.2590485,199.283722,1.09185755,0,0.366209924,0,162.422653,16.1814556,10.6219139,0,239.555206,4.84599924,0,4.53427696,0,7.51125669,0,0,0,0,0,0,0,0.072509483,8.76931572,0,303.443146,595.736633,5.43531561
56.0745544,0,1.54148757,1.9458406,0,2.23618937,132.212051,7.97275639,20.762289,4.62233877,256.871307,4.30989981,4.54189444,0,0.02288196,3.88122582,4.03923512,0,0.01144098,0,1.74278116,0,0,0,3.12812781,0,333.521271,628.237854,8.48299503
52.1849251,17.212904,0,1.21261954,0,0,199.164459,14.4214392,30.4498367,11.3453016,169.096069,0,0,8.18928051,0,4.10460043,0,0,1.85874593,1.01559079,0,0,1.1991514,3.56602216,594.891418,5.9438777,311.993134,553.985352,0
43.7381439,1420.62793,4.47154808,0,0,0,90.5522537,9.46377087,6.28809071,0,74.7852631,0,0,2.91135073,0,0,0,0,0,1.37043023,0.129957139,0,0,0,47.0260925,0,267.808624,585.828857,0
45.7096672,97.4071503,0,0,0,0,152.055099,21.8642063,29.7918644,6.21972656,141.545532,5.61892605,3.50818682,0,0,0,7.23608637,0,0,1.40473151,0,0,0,0,273.914429,0.951928854,325.277496,579.315979,9.74166107
42.7851143,24.6736507,0.303154886,0,0,0.766524017,154.157776,2.02014828,10.1872635,18.0324535,112.149109,0.45843941,12.7568512,0,0,7.68618584,2.9149375,0,0.183258802,0,0,0,0,0,114.977119,0,307.68811,483.138824,13.6779346
63.6925468,6.54047012,1.77639961,1.03135324,0,2.41135335,124.83168,17.663187,13.1441336,2.9292407,46.6453056,0.259471357,1.70369935,32.3905144,0,10.9895239,0.271437407,0,0,0,0,0,0,1.90682354e-3,10.3199835,0,324.374329,587.468567,10.9362936
162.419617,23.2852383,0,1.47648895,0,1.66356587,243.721573,13.846096,20.0469456,3.56979275,88.6895142,0,0,37.1540184,0,25.2318916,12.6717329,1.21261954,0,0,5.39630175,0,0,2.06801128,110.914993,0,312.86145,555.535278,4.35136032
36.5805511,24.8696384,0,1.17304623,7.66823006,0,61.3315163,9.39403725,17.5256271,2.42920184,20.5882568,0.689208031,10.1199713,60.4648438,5.77300453,16.9257603,0,0,0.770618856,0,0,0,0.974640667,0.505463123,107.889725,1.56622982,335.381744,679.41571,0
36.5805511,457.083282,0,0,0,0,77.6372604,0,5.5603199,0.523520291,170.98819,1.35593843,0,28.2195835,0,1.31033647,1.41895318,0,0,0,0.26372233,0,1.49716175,0.317047745,22.8010139,0,356.552643,580.937378,1.33211207
65.1209183,135.774521,0.640771985,1.27614641,0,0,96.3756866,15.8932114,5.2115221,1.15729225,28.8448315,0,0,0,0.190738842,2.50477409,3.67333817,0,0,0,0,0,0.11844448,0,10.2434111,0,334.450195,664.379761,44.1505356
58.9387932,0,0.417941511,0,0,0.02288196,154.157776,10.1674519,57.1712379,27.3535156,88.4455032,0,5.39863825,0,0,0,0,0,0,14.7325029,3.76078844,0,0,0,46.5190849,0,272.303467,450.585114,1.05501807
50.2052879,206.636017,0,0,0,0,174.952576,13.1280918,11.5511971,1.55655241,200.397415,4.71101522,0,13.1566286,0,1.39437056,4.9039464,0,0,0,0,0,0,0,4.85774469,0,367.639557,502.394196,2.26713848
68.6448669,16.1399384,1.39781737,0,1.76591206,1.58187628,106.278214,26.9220753,7.96702528,0,64.1459732,0.681488574,0,115.371513,1.49264538,14.7717514,0,1.63082254,0,0,0,0,0,0,82.7902451,10.2688665,289.44873,503.798828,9.20504665
167.494659,1788.88916,0.921505213,2.63546062,2.80805993,3.78086209,334.450195,11.3169527,13.0747824,1.05350292,170.039474,1.69640172,13.3538799,0,2.2796576,4.81433439,0,0,0.535298526,7.35934305,0.244137749,1.82213938,2.71503973,7.01159859,906.287048,1.66941166,267.808624,541.741211,0
