Y89Di: 89Y_CD45,I127Di: 127I_IdU,Pr141Di: 141Pr_Ly-6G,Nd142Di: 142Nd_CD11c,Nd143Di: 143Nd_CD69,Nd144Di: 144Nd_CD115,Nd145Di: 145Nd_CD45-RB,Nd146Di: 146Nd_CD43,Sm149Di: 149Sm_CD19,Nd150Di: 150Nd_IgD,Eu151Di: 151Eu_IgM,Eu153Di: 153Eu_NKp46,Sm154Di: 154Sm_CD11b,Gd158Di: 158Gd_CD93,Tb159Di: 159Tb_CXCR4,Gd160Di: 160Gd_B220,Dy162Di: 162Dy_Ly-6C,Dy164Di: 164Dy_CX3CR1,Ho165Di: 165Ho_CD3e,Er168Di: 168Er_CD21,Tm169Di: 169Tm_Sca-1,Er170Di: 170Er_NK1.1,Yb172Di: 172Yb_CD4,Yb173Di: 173Yb_CD117,Yb174Di: 174Yb_MHC_II,Lu175Di: 175Lu_CD127,Ir191Di: 191Ir_DNA1,Ir193Di: 193Ir_DNA2,Pt195Di: 195Pt_Viability
17.4787064,0.489122152,0,0,0,0,23.160408,15.9288731,5.96433401,2.6000762,53.8671379,0,2.85657096,0,0,0,0,0,0,0,7.34058666,0,0,0,44.3065147,0,344.493286,692.852783,7.24700022
32.6931343,0,0,3.16375256,1.51756418,1.68439376,91.2040558,15.8911638,7.60790634,0.978244305,106.114952,0.045763921,3.13245964,0,1.30126345,17.8577671,3.50226188,1.23961389,0,0,0,0,0.041959703,2.90887332,616.983643,1.40499651,335.927734,690.916931,5.71314192
83.6125488,72.2019806,5.38033056,0.396746516,0,4.05841494,81.9243851,8.61979961,9.92521763,19.7088604,47.5388145,0,0,3.88777971,1.19341695,5.65847635,6.04397106,1.2550205,0,1.42563808,0,0,0,1.97700047,49.7831039,0,404.082916,664.379761,7.04103374
39.1800652,0,0,0,0,2.5750351,99.216507,3.72408915,14.1191626,5.27092123,43.9484673,0,4.19627285,20.4360466,1.20881224,5.34279585,15.138175,0,0,0,0,1.67939281,3.83441997,0.505463123,233.613602,0.194740847,352.291382,730.687439,11.5177164
16.3910275,0,2.00003672,0,0.518942714,2.75447392,73.4492416,15.5556145,15.4148426,8.10264206,42.3167686,1.2704308,4.11784124,4.80892038,0,1.92151618,0,1.47114062,0,11.6732626,0,0,2.80686951,0.463425487,429.763031,0,353.278534,673.737549,1.85940027
44.5897942,0,0,0,0,7.62730312e-3,67.9694748,0,8.58427715,9.22898579,34.9574127,0,2.9790051,0,0,0.49277845,0,0,0.412016511,4.9839263,3.55743003,0,0,0,73.9686203,0.539228082,340.659576,622.989868,2.47282267
72.7651596,0,6.46000481,0,0.335677624,0,121.362534,2.44109225,7.53048086,8.9444418,98.2170792,1.56403041,0,0,0.518942714,3.23902345,0,0.641236424,0,5.65847635,0,0,0,0,101.806755,0,394.027161,738.913635,0.320412964
111.707581,2.60824585,4.48973274,0,0.412016511,1.22340596,125.978455,29.2254047,30.4498367,17.5936432,60.7335625,0.901544511,0.789764404,0,0.396746516,10.2673016,0,0,0,11.400507,0.453021705,1.18361735,1.98169267,2.82025051,261.942078,0.449262947,279.324188,481.792236,6.46000481
49.7911148,0,2.26713848,0,0,0,96.8906021,21.4131794,14.9298458,4.66419935,66.8339005,4.21401167,8.51030731,2.06433535,0.855557561,6.48155403,0,1.98438537,0,0,0,0,0.110776611,0,12.7358685,0,325.749054,609.2099,5.99603319
53.4992981,0,0,1.6881597,0,4.26523209,192.229233,17.7189007,31.3789978,0,65.5654526,0,1.20469701,11.227478,2.37772775,2.41740537,0,0,0.824912548,0,0,0,0,0,33.1345711,0,363.304443,644.250305,0
44.4671021,247.806686,0,0,0,0,53.4514999,9.27699184,6.85307217,6.87838745,19.747345,0,2.78217888,15.1528826,0.488385409,0,0,0,0,2.45778322,0,0,0.120362327,1.29400659,52.7071609,0,350.325348,743.061646,8.08059311
27.4518356,0,17.6770496,0,0,0.179432556,95.6233292,17.7189007,8.17433643,9.86660957,28.7682781,0,0,0,1.54853678,8.54010963,8.09004784,0,0,0,3.78822064,2.76130056,0,1.67726707,654.423462,4.57882309,308.030548,584.193787,0
