Y89Di: 89Y_CD45,I127Di: 127I_IdU,Pr141Di: 141Pr_Ly-6G,Nd142Di: 142Nd_CD11c,Nd143Di: 143Nd_CD69,Nd144Di: 144Nd_CD115,Nd145Di: 145Nd_CD45-RB,Nd146Di: 146Nd_CD43,Sm149Di: 149Sm_CD19,Nd150Di: 150Nd_IgD,Eu151Di: 151Eu_IgM,Eu153Di: 153Eu_NKp46,Sm154Di: 154Sm_CD11b,Gd158Di: 158Gd_CD93,Tb159Di: 159Tb_CXCR4,Gd160Di: 160Gd_B220,Dy162Di: 162Dy_Ly-6C,Dy164Di: 164Dy_CX3CR1,Ho165Di: 165Ho_CD3e,Er168Di: 168Er_CD21,Tm169Di: 169Tm_Sca-1,Er170Di: 170Er_NK1.1,Yb172Di: 172Yb_CD4,Yb173Di: 173Yb_CD117,Yb174Di: 174Yb_MHC_II,Lu175Di: 175Lu_CD127,Ir191Di: 191Ir_DNA1,Ir193Di: 193Ir_DNA2,Pt195Di: 195Pt_Viability
76.9220276,37.7873955,73.6398163,0.79427737,3.27799964,0.681971073,12.3319006,181.595459,1.46104097,1.95310199,0,0,26.7935638,0.335913956,4.76971054,0.480157554,133.904312,240.952042,18.7535782,0,3.43944263,0,0,0,7.72486019,0.068656079,632.758728,1037.04309,26.926466
19.4093151,9.92465973,23.160408,0.396746516,2.0783906,1.36342156,6.95947838,310.014282,0,0,0,0,30.5095844,0,0,0.932003379,249.101974,5.61998606,0,0,0,0,0,16.9257603,9.86964417,0,284.046692,510.8815,12.3020163
29.4683704,398.567444,27.2520466,0,1.31668568,0,10.2484226,83.4350739,0,5.50892544,0.868789911,0,5.34715509,0,0,0,82.5627823,0,0.932215929,0.565561295,0,0,0,0,0,0,449.463776,986.017822,5.54585886
7.74546099,0,21.7719517,0,0.886212885,0,9.03863239,84.9753113,0,1.78147912,0,0,18.1964149,0,0,0,33.3123093,1.70369935,0.350943267,0,0,0,0,1.24908829,5.25266504,1.52287781,270.115021,534.227478,7.41397142
37.8055611,55.5844612,30.3057652,0,0,0,13.2261868,226.296646,2.77370644,3.44218111,0,1.11649442,42.155777,0,6.42078018,0,280.889496,3.42570996,0,0,0,0.897742867,0,4.61673737,0,0,413.237732,828.793274,0.702427387
16.3910275,18.7418327,19.7088604,0.901544511,1.08574963,1.34965956,0,116.923279,0,4.35136032,0,0,8.29164886,0,0,0,114.026489,5.41696644,0.289886326,0,2.37770224,0,3.45603848,0.15110153,26.7798538,0,278.54483,456.914001,10.068924
22.1532574,87.1868362,100.004822,10.3780813,6.87838745,0.562842548,0,274.007233,0.116526991,2.69587851,0,0,21.1594505,0,1.19341695,0,101.245926,1.53304803,0,0,0.293261558,0,0,1.31362104,7.13204432,0,217.27034,540.230042,3.06625199
13.9700508,74.1673965,20.2289104,0,0,0,14.6584167,38.9934082,1.73861992,2.40939403,0,0,3.36878753,0.213643849,0,6.48155403,23.6555271,0.79427737,0,0,0,0,0,0,0,0,486.148438,948.080505,4.23112583
28.0567265,231.871597,48.9296417,0,0,0,5.50892544,157.80365,0,16.0805702,1.66941166,1.00894451,30.1990318,3.30898261,0,1.43266225,146.747772,0,0,0,0,0,3.63556385,0,16.9050007,1.38646472,505.603699,847.57251,9.61784077
13.6405535,0.137312159,140.958893,3.14747572,2.34609246,0,0.534223557,107.119415,0,0,2.87236977,0.289886326,87.4228745,7.62729406e-3,0,0,59.2593269,0,0,0,0,0.449262947,0,0.024790645,0,0,223.415161,494.04895,2.64793754
