Y89Di: 89Y_CD45,I127Di: 127I_IdU,Pr141Di: 141Pr_Ly-6G,Nd142Di: 142Nd_CD11c,Nd143Di: 143Nd_CD69,Nd144Di: 144Nd_CD115,Nd145Di: 145Nd_CD45-RB,Nd146Di: 146Nd_CD43,Sm149Di: 149Sm_CD19,Nd150Di: 150Nd_IgD,Eu151Di: 151Eu_IgM,Eu153Di: 153Eu_NKp46,Sm154Di: 154Sm_CD11b,Gd158Di: 158Gd_CD93,Tb159Di: 159Tb_CXCR4,Gd160Di: 160Gd_B220,Dy162Di: 162Dy_Ly-6C,Dy164Di: 164Dy_CX3CR1,Ho165Di: 165Ho_CD3e,Er168Di: 168Er_CD21,Tm169Di: 169Tm_Sca-1,Er170Di: 170Er_NK1.1,Yb172Di: 172Yb_CD4,Yb173Di: 173Yb_CD117,Yb174Di: 174Yb_MHC_II,Lu175Di: 175Lu_CD127,Ir191Di: 191Ir_DNA1,Ir193Di: 193Ir_DNA2,Pt195Di: 195Pt_Viability
40.6429291,0.201317579,20.1333199,0,0,0.681971073,3.45866418,34.9057693,0.761438906,3.75000405,0,0,18.3436584,0,0,0,16.347271,0,0,0,0,0,0,0,0,0,166.494186,396.352539,0.442560136
11.4159851,0,24.5833874,0,0,0,2.9529779,17.5106297,0,0,0,0,15.5386486,0,0,0.226578772,1.25225818,0,0,0,0,0,0,0,0,0,383.321655,651.498108,7.62552977
78.6895905,2.49885035,38.3249626,0,0,1.47528839,0,30.6753597,0,1.98718584,0,0,68.4546661,0,0,0,14.6154099,3.48991179,0,0,0,0.654326856,0.131877258,0.082066402,0.539228082,0,164.671906,375.920959,10.3001404
35.1442719,12.6666718,32.7568436,2.9980166,0,0,0,39.5763931,0,4.81878805,0,0,31.7240448,1.657251,0,0,8.54010963,0.758782089,1.03135324,0,0,0,0,0,0,0,253.361786,379.07486,4.00982141
16.7420483,1.87195599,27.2520466,0,0,0,0,24.6421909,0,0.213568881,0,0,12.239645,0.397505045,0.374171168,0,4.19574642,0,0,0,0,0,0,0,4.58966303,0,187.432861,378.020599,2.58413982
29.4373722,3.20045376,67.7944946,0.305326283,0,1.21896672,0,27.9159012,0,4.37673903,0.279123604,0,24.0286541,2.17850018,0,0,191.574371,41.0692062,0,0,0,0,0,0,0,0,230.591568,451.843781,11.7169628
12.3210955,0,19.6622658,2.06433535,0,1.76537395,0,21.8756008,0,0.640825927,0,0,0.859798431,0,0,0,0,0,0,0,0,0,0,0,0,0,213.997192,451.843781,2.66390896
36.6295929,12.2719488,29.9409523,0,0.198325157,3.62986112,0.015254588,18.6209946,0,0.579772651,0,0.183067217,31.6374187,0,0,0,12.2074318,0,0,0,0,0,0,0,9.84525585,0,180.833801,349.673828,0
0.558247209,0.246092558,21.7203178,2.59919453,0,0,0,23.5498695,0,0,0,0,15.4972649,0,0,0,2.76712322,0,0,0.898525894,0,0,0,0,0.410393178,0.496096343,275.342438,576.086975,0.137296334
10.8344059,0,26.2876873,2.17568016,0.993592918,6.40090752,0,24.3496456,0,0,0.657993734,0,0.911069691,0,0,0.46134147,55.7651596,26.8615646,0,0,0,0,0,0,0,0,228.052979,471.154877,23.1053257
21.1594505,0,20.0856991,0,3.99290156,0,0,31.0498066,0,3.4073987,0,0,15.2513714,3.41470838,0,0,19.1498852,0,0,0,0,0,0,0,0,0,131.130905,357.546417,4.59420776
18.4669495,1.28751755,24.4078598,7.62729406e-3,0,0.298354238,1.07038224,10.9634418,0,2.84951687,0,1.47114062,35.5907593,0.677120805,0,0.580834448,4.67392826,0,0,0,0,0.469687432,0,0,0,0,169.732849,379.07486,0
9.78470802,3.51480174,37.7618599,0,0,0,0,30.6753597,0,7.04943752,0,1.22421122,20.9310951,0,0,0,8.47431183,1.15724409,0,0,0,0,0,2.65766311,0,0,393.053467,770.600037,0.809593737
80.6212463,0,36.3034897,0,0,0,0,94.1256485,2.60154319,0,0,0,27.8283005,0,0,0,22.0934162,0,0,0.29003793,0,0,0,0,0,0,153.734879,351.625397,4.98268652
17.5386314,3.28596091,21.8237114,1.02351463,0,0,0,17.2639046,0,1.34365582,0.799084783,0,10.0815754,4.00582409,0,0,4.65096045,0,0,0,0,0,0,0,9.32485867,0,285.458435,572.876038,10.1199713
78.056427,0,48.1967125,0.565935969,0,2.12642503,3.77422476,61.4894867,4.10460043,2.66422415,0,0.305149198,32.87257,0,0,0,26.3535805,0,0,0,0,0,0,1.24908829,0.622175038,0,340.078949,753.534241,3.6407938
13.3344946,1.24592423,21.4131794,0,0,0,0,23.6624069,2.23591113,0,0,0,37.909523,0,1.43618524,0,2.88129759,1.26023984,0,0,0,0,0,0.207137063,3.06060767,0.194740847,135.882309,356.552643,16.6225948
0,32.7827263,34.0617752,0.228916943,0,2.04225039,0,12.1239901,0,5.39175701,0,0,11.4304781,0.629543841,0,0,5.28986263,0,0,0,0,0,0,0,0,0,274.579468,525.349365,7.22626781
0,0,26.350832,0.282395065,0,0,0,41.3825798,0,0,0,1.36297715,1.36026943,0,0.42777878,0,1.36026943,0,0,0,0,0,0,0,0,0,368.664581,716.512451,9.96739388
5.8156147,0,24.8195019,0,0,0,0,12.1239901,1.78489637,4.09405851,0,0,24.2250042,0.921505213,0,0,17.2923279,1.74583352,0,0,0,0,0,0,2.07567263,0,219.389343,416.742432,4.8227067
