Y89Di: 89Y_CD45,I127Di: 127I_IdU,Pr141Di: 141Pr_Ly-6G,Nd142Di: 142Nd_CD11c,Nd143Di: 143Nd_CD69,Nd144Di: 144Nd_CD115,Nd145Di: 145Nd_CD45-RB,Nd146Di: 146Nd_CD43,Sm149Di: 149Sm_CD19,Nd150Di: 150Nd_IgD,Eu151Di: 151Eu_IgM,Eu153Di: 153Eu_NKp46,Sm154Di: 154Sm_CD11b,Gd158Di: 158Gd_CD93,Tb159Di: 159Tb_CXCR4,Gd160Di: 160Gd_B220,Dy162Di: 162Dy_Ly-6C,Dy164Di: 164Dy_CX3CR1,Ho165Di: 165Ho_CD3e,Er168Di: 168Er_CD21,Tm169Di: 169Tm_Sca-1,Er170Di: 170Er_NK1.1,Yb172Di: 172Yb_CD4,Yb173Di: 173Yb_CD117,Yb174Di: 174Yb_MHC_II,Lu175Di: 175Lu_CD127,Ir191Di: 191Ir_DNA1,Ir193Di: 193Ir_DNA2,Pt195Di: 195Pt_Viability
94.7561493,0,23.2156277,3.80662799,0,0.539228082,0,41.2841225,0,2.35605073,0,0,41.4855042,0,0,0,15.4559965,0,0,0,0,0,0,0,0,0,212.229904,442.434509,55.9503326
11.5748692,0.854751766,30.6010551,0,0,0,3.32713175,6.85536194,0,2.38683391,0,0,22.8319702,0.309102833,0.076273754,0,1.31033647,1.71924424,0,0,0,0,0,0,0,0,276.107513,538.596985,7.86202621
74.99086,2.04367542,34.9914017,0,0,0,2.63197494,98.4907608,0,4.37673903,0,0.305149198,19.293539,0,2.63197494,0,14.1567011,0,0,0,0,0,1.50447416,0,1.57927155,0,244.397644,487.443146,9.74166107
13.5677128,0,21.5150547,0.697859824,0,0,0.412016511,16.219553,1.5946064,3.43848848,0.091533609,0.350943267,22.2953777,0,0.855557561,0,6.20932436,2.26713848,0,0,0,0,0,0,0,0,467.227203,831.164734,10.5089684
69.446785,0.110776611,28.8745346,1.5008142,0,0,0.244102597,83.2735977,0,5.26394987,0,0,7.58296013,1.63351095,1.22421122,0,52.474144,1.10112035,0,0,0,0,0,0,0,0,202.491852,422.119904,2.34609246
77.9306488,0,26.0992184,2.41169238,0,38.0942497,7.79712534,126.549675,0,18.6503353,0,0,25.178194,5.19858789,0,0,388.305786,260.830353,0,0.602838337,0,0,0.643024981,0,0,0,391.959961,605.202637,6.83801413
11.5170116,0,45.7232361,0,0,2.83030748,0,53.7017326,0,3.25210834,0,0,7.45602703,0,0,0,11.6732626,0,0,0,0,0,0,0,0,0,512.310059,893.660645,2.09408116
94.2348328,0.04005162,34.1451759,0.26568538,0,0,1.03965712,90.5522537,0,7.95199203,0,0,69.2078857,0,0,0.395469069,60.5937767,0,0.504472256,0,0,0.199379027,0,0.667972267,0,0,316.359131,558.379028,45.6089172
46.5190849,16.3036346,22.8863678,1.57165194,0.137296334,1.09646392,7.16425276,46.0835648,1.68937981,8.8754406,0.589012682,0,9.96739388,0,0,0,35.8847847,5.32553339,0,0,0.328996867,0,0,1.70974183,12.7001638,0,417.905762,770.926086,7.45602703
46.8988075,1.94445181,26.7331123,0,0,0,0,26.9297504,0.255878657,5.29587507,0,0,68.4972992,0,0,0,20.5948925,3.79096317,0,0,0,0,0,0,0,0,250.568619,558.379028,4.5593152
